"code","n","class","description","color","llid","total_n","lake_buffer_area","stream_buffer_area","stream_length","total_area","percent_lake","percent_stream"
"95",12,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",1028,688,686293.417978158,455163.320954099,2123.39412626523,688000,1.74418604651163,4.41767068273092
"21",90,"developed","Developed, Open Space","#DDC9C9",6465,844,809160.963551409,0,0,844000,10.6635071090047,NA
"22",56,"developed","Developed, Low Intensity","#D89382",6465,844,809160.963551409,0,0,844000,6.63507109004739,NA
"23",10,"developed","Developed, Medium Intensity","#ED0000",6465,844,809160.963551409,0,0,844000,1.18483412322275,NA
"41",439,"forest","Deciduous Forest","#68AA63",6465,844,809160.963551409,0,0,844000,52.0142180094787,NA
"81",124,"planted","Pasture/Hay","#DBD83D",6465,844,809160.963551409,0,0,844000,14.6919431279621,NA
"82",118,"planted","Cultivated Crops","#AA7028",6465,844,809160.963551409,0,0,844000,13.9810426540284,NA
"90",7,"wetlands","Woody Wetlands","#BAD8EA",6465,844,809160.963551409,0,0,844000,0.829383886255924,NA
"21",120,"developed","Developed, Open Space","#DDC9C9",1665,694,741756.762076059,0,0,694000,17.2910662824208,NA
"22",195,"developed","Developed, Low Intensity","#D89382",1665,694,741756.762076059,0,0,694000,28.0979827089337,NA
"23",40,"developed","Developed, Medium Intensity","#ED0000",1665,694,741756.762076059,0,0,694000,5.76368876080692,NA
"41",103,"forest","Deciduous Forest","#68AA63",1665,694,741756.762076059,0,0,694000,14.8414985590778,NA
"42",18,"forest","Evergreen Forest","#1C6330",1665,694,741756.762076059,0,0,694000,2.59365994236311,NA
"81",11,"planted","Pasture/Hay","#DBD83D",1665,694,741756.762076059,0,0,694000,1.5850144092219,NA
"82",32,"planted","Cultivated Crops","#AA7028",1665,694,741756.762076059,0,0,694000,4.61095100864553,NA
"90",146,"wetlands","Woody Wetlands","#BAD8EA",1665,694,741756.762076059,0,0,694000,21.0374639769452,NA
"95",29,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",1665,694,741756.762076059,0,0,694000,4.17867435158501,NA
"21",156,"developed","Developed, Open Space","#DDC9C9",2510,644,620260.241746214,18182527.4932217,86262.1611447918,644000,24.223602484472,6.3772595927693
"22",242,"developed","Developed, Low Intensity","#D89382",2510,644,620260.241746214,18182527.4932217,86262.1611447918,644000,37.5776397515528,2.67455144143539
"23",93,"developed","Developed, Medium Intensity","#ED0000",2510,644,620260.241746214,18182527.4932217,86262.1611447918,644000,14.4409937888199,1.42463544116659
"24",26,"developed","Developed, High Intensity","#AA0000",2510,644,620260.241746214,18182527.4932217,86262.1611447918,644000,4.03726708074534,0.584638129157987
"31",1,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",2510,644,620260.241746214,18182527.4932217,86262.1611447918,644000,0.15527950310559,0.11423963443317
"41",37,"forest","Deciduous Forest","#68AA63",2510,644,620260.241746214,18182527.4932217,86262.1611447918,644000,5.74534161490683,20.9394529937504
"90",42,"wetlands","Woody Wetlands","#BAD8EA",2510,644,620260.241746214,18182527.4932217,86262.1611447918,644000,6.52173913043478,43.3169813856596
"95",47,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",2510,644,620260.241746214,18182527.4932217,86262.1611447918,644000,7.29813664596273,0.201599354882064
"21",60,"developed","Developed, Open Space","#DDC9C9",2456,266,303371.685514505,0,0,266000,22.5563909774436,NA
"22",87,"developed","Developed, Low Intensity","#D89382",2456,266,303371.685514505,0,0,266000,32.7067669172932,NA
"23",16,"developed","Developed, Medium Intensity","#ED0000",2456,266,303371.685514505,0,0,266000,6.01503759398496,NA
"31",7,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",2456,266,303371.685514505,0,0,266000,2.63157894736842,NA
"41",31,"forest","Deciduous Forest","#68AA63",2456,266,303371.685514505,0,0,266000,11.6541353383459,NA
"43",6,"forest","Mixed Forest","#B5C98E",2456,266,303371.685514505,0,0,266000,2.25563909774436,NA
"52",1,"shrubland","Scrub/Shrub","#CCBA7C",2456,266,303371.685514505,0,0,266000,0.37593984962406,NA
"81",22,"planted","Pasture/Hay","#DBD83D",2456,266,303371.685514505,0,0,266000,8.27067669172932,NA
"82",8,"planted","Cultivated Crops","#AA7028",2456,266,303371.685514505,0,0,266000,3.00751879699248,NA
"90",23,"wetlands","Woody Wetlands","#BAD8EA",2456,266,303371.685514505,0,0,266000,8.64661654135338,NA
"95",5,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",2456,266,303371.685514505,0,0,266000,1.8796992481203,NA
"21",50,"developed","Developed, Open Space","#DDC9C9",101893,299,294626.158468314,765237.534468769,3364.68030853305,299000,16.7224080267559,1.87416331994645
"22",102,"developed","Developed, Low Intensity","#D89382",101893,299,294626.158468314,765237.534468769,3364.68030853305,299000,34.1137123745819,1.74029451137885
"23",6,"developed","Developed, Medium Intensity","#ED0000",101893,299,294626.158468314,765237.534468769,3364.68030853305,299000,2.0066889632107,0.133868808567604
"41",8,"forest","Deciduous Forest","#68AA63",101893,299,294626.158468314,765237.534468769,3364.68030853305,299000,2.67558528428094,33.0655957161981
"42",31,"forest","Evergreen Forest","#1C6330",101893,299,294626.158468314,765237.534468769,3364.68030853305,299000,10.3678929765886,1.47255689424364
"43",1,"forest","Mixed Forest","#B5C98E",101893,299,294626.158468314,765237.534468769,3364.68030853305,299000,0.334448160535117,2.94511378848728
"52",2,"shrubland","Scrub/Shrub","#CCBA7C",101893,299,294626.158468314,765237.534468769,3364.68030853305,299000,0.668896321070234,2.14190093708166
"71",2,"herbaceous","Grassland/Herbaceous","#E2E2C1",101893,299,294626.158468314,765237.534468769,3364.68030853305,299000,0.668896321070234,8.70147255689424
"81",16,"planted","Pasture/Hay","#DBD83D",101893,299,294626.158468314,765237.534468769,3364.68030853305,299000,5.35117056856187,14.190093708166
"82",10,"planted","Cultivated Crops","#AA7028",101893,299,294626.158468314,765237.534468769,3364.68030853305,299000,3.34448160535117,5.75635876840696
"90",71,"wetlands","Woody Wetlands","#BAD8EA",101893,299,294626.158468314,765237.534468769,3364.68030853305,299000,23.7458193979933,27.9785809906292
"21",14,"developed","Developed, Open Space","#DDC9C9",2484,336,313442.070776312,382011.793555051,1599.94315718983,336000,4.16666666666667,4.16666666666667
"22",10,"developed","Developed, Low Intensity","#D89382",2484,336,313442.070776312,382011.793555051,1599.94315718983,336000,2.97619047619048,0.735294117647059
"41",76,"forest","Deciduous Forest","#68AA63",2484,336,313442.070776312,382011.793555051,1599.94315718983,336000,22.6190476190476,12.0098039215686
"43",8,"forest","Mixed Forest","#B5C98E",2484,336,313442.070776312,382011.793555051,1599.94315718983,336000,2.38095238095238,NA
"81",59,"planted","Pasture/Hay","#DBD83D",2484,336,313442.070776312,382011.793555051,1599.94315718983,336000,17.5595238095238,13.7254901960784
"82",81,"planted","Cultivated Crops","#AA7028",2484,336,313442.070776312,382011.793555051,1599.94315718983,336000,24.1071428571429,42.8921568627451
"90",69,"wetlands","Woody Wetlands","#BAD8EA",2484,336,313442.070776312,382011.793555051,1599.94315718983,336000,20.5357142857143,21.078431372549
"95",19,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",2484,336,313442.070776312,382011.793555051,1599.94315718983,336000,5.65476190476191,3.92156862745098
"21",231,"developed","Developed, Open Space","#DDC9C9",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,16.1425576519916,3.04031279493057
"22",313,"developed","Developed, Low Intensity","#D89382",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,21.8728162124389,1.34825401105568
"23",67,"developed","Developed, Medium Intensity","#ED0000",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,4.68204053109713,0.0943777807738978
"24",1,"developed","Developed, High Intensity","#AA0000",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,0.0698812019566736,NA
"31",11,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,0.76869322152341,0.182014291492517
"41",74,"forest","Deciduous Forest","#68AA63",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,5.17120894479385,11.6421733854658
"42",10,"forest","Evergreen Forest","#1C6330",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,0.698812019566737,0.155049211271404
"43",19,"forest","Mixed Forest","#B5C98E",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,1.3277428371768,0.350546042874478
"71",18,"herbaceous","Grassland/Herbaceous","#E2E2C1",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,1.25786163522013,0.471888903869489
"81",75,"planted","Pasture/Hay","#DBD83D",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,5.24109014675052,9.42429553727922
"82",95,"planted","Cultivated Crops","#AA7028",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,6.638714185884,26.0347849534852
"90",413,"wetlands","Woody Wetlands","#BAD8EA",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,28.8609364081062,46.6900364028583
"95",104,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",1038,1431,1392775.5747871,16736812.1133017,79627.0115517686,1431000,7.26764500349406,0.465147633814211
"21",28,"developed","Developed, Open Space","#DDC9C9",79164,414,415406.03906943,0,0,414000,6.76328502415459,NA
"22",82,"developed","Developed, Low Intensity","#D89382",79164,414,415406.03906943,0,0,414000,19.8067632850242,NA
"23",7,"developed","Developed, Medium Intensity","#ED0000",79164,414,415406.03906943,0,0,414000,1.69082125603865,NA
"41",50,"forest","Deciduous Forest","#68AA63",79164,414,415406.03906943,0,0,414000,12.0772946859903,NA
"42",10,"forest","Evergreen Forest","#1C6330",79164,414,415406.03906943,0,0,414000,2.41545893719807,NA
"43",11,"forest","Mixed Forest","#B5C98E",79164,414,415406.03906943,0,0,414000,2.65700483091787,NA
"52",5,"shrubland","Scrub/Shrub","#CCBA7C",79164,414,415406.03906943,0,0,414000,1.20772946859903,NA
"71",2,"herbaceous","Grassland/Herbaceous","#E2E2C1",79164,414,415406.03906943,0,0,414000,0.483091787439614,NA
"81",3,"planted","Pasture/Hay","#DBD83D",79164,414,415406.03906943,0,0,414000,0.72463768115942,NA
"82",51,"planted","Cultivated Crops","#AA7028",79164,414,415406.03906943,0,0,414000,12.3188405797101,NA
"90",146,"wetlands","Woody Wetlands","#BAD8EA",79164,414,415406.03906943,0,0,414000,35.2657004830918,NA
"95",19,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",79164,414,415406.03906943,0,0,414000,4.58937198067633,NA
"21",153,"developed","Developed, Open Space","#DDC9C9",481,1147,1079830.18787011,0,0,1147000,13.3391455972101,NA
"22",83,"developed","Developed, Low Intensity","#D89382",481,1147,1079830.18787011,0,0,1147000,7.23626852659111,NA
"23",7,"developed","Developed, Medium Intensity","#ED0000",481,1147,1079830.18787011,0,0,1147000,0.610287707061901,NA
"24",1,"developed","Developed, High Intensity","#AA0000",481,1147,1079830.18787011,0,0,1147000,0.0871839581517001,NA
"31",5,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",481,1147,1079830.18787011,0,0,1147000,0.4359197907585,NA
"41",475,"forest","Deciduous Forest","#68AA63",481,1147,1079830.18787011,0,0,1147000,41.4123801220575,NA
"71",30,"herbaceous","Grassland/Herbaceous","#E2E2C1",481,1147,1079830.18787011,0,0,1147000,2.615518744551,NA
"81",112,"planted","Pasture/Hay","#DBD83D",481,1147,1079830.18787011,0,0,1147000,9.76460331299041,NA
"82",51,"planted","Cultivated Crops","#AA7028",481,1147,1079830.18787011,0,0,1147000,4.4463818657367,NA
"90",193,"wetlands","Woody Wetlands","#BAD8EA",481,1147,1079830.18787011,0,0,1147000,16.8265039232781,NA
"95",37,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",481,1147,1079830.18787011,0,0,1147000,3.2258064516129,NA
"21",126,"developed","Developed, Open Space","#DDC9C9",53306,603,617187.528042099,0,0,603000,20.8955223880597,NA
"22",164,"developed","Developed, Low Intensity","#D89382",53306,603,617187.528042099,0,0,603000,27.1973466003317,NA
"23",33,"developed","Developed, Medium Intensity","#ED0000",53306,603,617187.528042099,0,0,603000,5.4726368159204,NA
"24",3,"developed","Developed, High Intensity","#AA0000",53306,603,617187.528042099,0,0,603000,0.497512437810945,NA
"31",4,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",53306,603,617187.528042099,0,0,603000,0.66334991708126,NA
"41",103,"forest","Deciduous Forest","#68AA63",53306,603,617187.528042099,0,0,603000,17.0812603648425,NA
"42",51,"forest","Evergreen Forest","#1C6330",53306,603,617187.528042099,0,0,603000,8.45771144278607,NA
"43",25,"forest","Mixed Forest","#B5C98E",53306,603,617187.528042099,0,0,603000,4.14593698175788,NA
"71",2,"herbaceous","Grassland/Herbaceous","#E2E2C1",53306,603,617187.528042099,0,0,603000,0.33167495854063,NA
"81",7,"planted","Pasture/Hay","#DBD83D",53306,603,617187.528042099,0,0,603000,1.16086235489221,NA
"82",26,"planted","Cultivated Crops","#AA7028",53306,603,617187.528042099,0,0,603000,4.31177446102819,NA
"90",43,"wetlands","Woody Wetlands","#BAD8EA",53306,603,617187.528042099,0,0,603000,7.13101160862355,NA
"95",16,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",53306,603,617187.528042099,0,0,603000,2.65339966832504,NA
"21",504,"developed","Developed, Open Space","#DDC9C9",7034,2686,2641830.48246764,3117118.62545271,12544.4475280395,2686000,18.7639612807148,3.2617671345995
"22",218,"developed","Developed, Low Intensity","#D89382",7034,2686,2641830.48246764,3117118.62545271,12544.4475280395,2686000,8.11615785554728,0.536746490503716
"23",36,"developed","Developed, Medium Intensity","#ED0000",7034,2686,2641830.48246764,3117118.62545271,12544.4475280395,2686000,1.34028294862249,0.330305532617671
"24",1,"developed","Developed, High Intensity","#AA0000",7034,2686,2641830.48246764,3117118.62545271,12544.4475280395,2686000,0.0372300819061802,NA
"41",945,"forest","Deciduous Forest","#68AA63",7034,2686,2641830.48246764,3117118.62545271,12544.4475280395,2686000,35.1824274013403,61.8909991742362
"71",68,"herbaceous","Grassland/Herbaceous","#E2E2C1",7034,2686,2641830.48246764,3117118.62545271,12544.4475280395,2686000,2.53164556962025,0.165152766308836
"81",332,"planted","Pasture/Hay","#DBD83D",7034,2686,2641830.48246764,3117118.62545271,12544.4475280395,2686000,12.3603871928518,5.32617671345995
"82",582,"planted","Cultivated Crops","#AA7028",7034,2686,2641830.48246764,3117118.62545271,12544.4475280395,2686000,21.6679076693969,28.4888521882742
"21",71,"developed","Developed, Open Space","#DDC9C9",34352,202,192913.51093165,783944.950130019,3130.41494727478,202000,35.1485148514851,3.99385560675883
"22",3,"developed","Developed, Low Intensity","#D89382",34352,202,192913.51093165,783944.950130019,3130.41494727478,202000,1.48514851485149,0.921658986175115
"41",53,"forest","Deciduous Forest","#68AA63",34352,202,192913.51093165,783944.950130019,3130.41494727478,202000,26.2376237623762,23.8095238095238
"42",34,"forest","Evergreen Forest","#1C6330",34352,202,192913.51093165,783944.950130019,3130.41494727478,202000,16.8316831683168,NA
"43",9,"forest","Mixed Forest","#B5C98E",34352,202,192913.51093165,783944.950130019,3130.41494727478,202000,4.45544554455445,0.614439324116744
"81",6,"planted","Pasture/Hay","#DBD83D",34352,202,192913.51093165,783944.950130019,3130.41494727478,202000,2.97029702970297,1.53609831029186
"90",26,"wetlands","Woody Wetlands","#BAD8EA",34352,202,192913.51093165,783944.950130019,3130.41494727478,202000,12.8712871287129,56.6820276497696
"21",83,"developed","Developed, Open Space","#DDC9C9",34377,248,250567.770877076,0,0,248000,33.4677419354839,NA
"22",25,"developed","Developed, Low Intensity","#D89382",34377,248,250567.770877076,0,0,248000,10.0806451612903,NA
"23",2,"developed","Developed, Medium Intensity","#ED0000",34377,248,250567.770877076,0,0,248000,0.806451612903226,NA
"41",37,"forest","Deciduous Forest","#68AA63",34377,248,250567.770877076,0,0,248000,14.9193548387097,NA
"82",17,"planted","Cultivated Crops","#AA7028",34377,248,250567.770877076,0,0,248000,6.85483870967742,NA
"90",77,"wetlands","Woody Wetlands","#BAD8EA",34377,248,250567.770877076,0,0,248000,31.0483870967742,NA
"95",7,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",34377,248,250567.770877076,0,0,248000,2.82258064516129,NA
"21",34,"developed","Developed, Open Space","#DDC9C9",40741,362,351502.309667501,57590433.6667901,269856.384878124,362000,9.39226519337017,4.98429203946281
"22",46,"developed","Developed, Low Intensity","#D89382",40741,362,351502.309667501,57590433.6667901,269856.384878124,362000,12.707182320442,3.38777534860649
"23",5,"developed","Developed, Medium Intensity","#ED0000",40741,362,351502.309667501,57590433.6667901,269856.384878124,362000,1.38121546961326,0.957175139167019
"41",102,"forest","Deciduous Forest","#68AA63",40741,362,351502.309667501,57590433.6667901,269856.384878124,362000,28.1767955801105,16.0753982105785
"42",7,"forest","Evergreen Forest","#1C6330",40741,362,351502.309667501,57590433.6667901,269856.384878124,362000,1.93370165745856,0.813874446547004
"43",23,"forest","Mixed Forest","#B5C98E",40741,362,351502.309667501,57590433.6667901,269856.384878124,362000,6.353591160221,0.378460803586192
"71",19,"herbaceous","Grassland/Herbaceous","#E2E2C1",40741,362,351502.309667501,57590433.6667901,269856.384878124,362000,5.24861878453039,1.33379875438629
"90",102,"wetlands","Woody Wetlands","#BAD8EA",40741,362,351502.309667501,57590433.6667901,269856.384878124,362000,28.1767955801105,37.97100916757
"95",24,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",40741,362,351502.309667501,57590433.6667901,269856.384878124,362000,6.62983425414365,0.315996399110801
"21",35,"developed","Developed, Open Space","#DDC9C9",4070,347,396318.044479114,2010187.47175054,9467.57828333748,347000,10.0864553314121,1.71102661596958
"22",89,"developed","Developed, Low Intensity","#D89382",4070,347,396318.044479114,2010187.47175054,9467.57828333748,347000,25.6484149855908,3.42205323193916
"23",2,"developed","Developed, Medium Intensity","#ED0000",4070,347,396318.044479114,2010187.47175054,9467.57828333748,347000,0.576368876080692,0.0475285171102662
"41",14,"forest","Deciduous Forest","#68AA63",4070,347,396318.044479114,2010187.47175054,9467.57828333748,347000,4.03458213256484,5.893536121673
"42",16,"forest","Evergreen Forest","#1C6330",4070,347,396318.044479114,2010187.47175054,9467.57828333748,347000,4.61095100864553,0.190114068441065
"43",11,"forest","Mixed Forest","#B5C98E",4070,347,396318.044479114,2010187.47175054,9467.57828333748,347000,3.1700288184438,NA
"71",23,"herbaceous","Grassland/Herbaceous","#E2E2C1",4070,347,396318.044479114,2010187.47175054,9467.57828333748,347000,6.62824207492795,0.950570342205323
"81",23,"planted","Pasture/Hay","#DBD83D",4070,347,396318.044479114,2010187.47175054,9467.57828333748,347000,6.62824207492795,6.51140684410646
"82",72,"planted","Cultivated Crops","#AA7028",4070,347,396318.044479114,2010187.47175054,9467.57828333748,347000,20.7492795389049,65.0665399239544
"90",62,"wetlands","Woody Wetlands","#BAD8EA",4070,347,396318.044479114,2010187.47175054,9467.57828333748,347000,17.8674351585014,16.2072243346008
"21",57,"developed","Developed, Open Space","#DDC9C9",2272,677,676221.316929103,4815889.28492025,22727.0728339345,677000,8.41949778434269,6.47927584564078
"22",124,"developed","Developed, Low Intensity","#D89382",2272,677,676221.316929103,4815889.28492025,22727.0728339345,677000,18.3161004431315,1.6198189614102
"23",13,"developed","Developed, Medium Intensity","#ED0000",2272,677,676221.316929103,4815889.28492025,22727.0728339345,677000,1.92023633677991,0.0952834683182468
"41",64,"forest","Deciduous Forest","#68AA63",2272,677,676221.316929103,4815889.28492025,22727.0728339345,677000,9.45347119645495,8.59933301572177
"42",5,"forest","Evergreen Forest","#1C6330",2272,677,676221.316929103,4815889.28492025,22727.0728339345,677000,0.738552437223043,0.119104335397808
"43",13,"forest","Mixed Forest","#B5C98E",2272,677,676221.316929103,4815889.28492025,22727.0728339345,677000,1.92023633677991,0.404954740352549
"81",164,"planted","Pasture/Hay","#DBD83D",2272,677,676221.316929103,4815889.28492025,22727.0728339345,677000,24.2245199409158,27.608384945212
"82",35,"planted","Cultivated Crops","#AA7028",2272,677,676221.316929103,4815889.28492025,22727.0728339345,677000,5.1698670605613,35.8504049547403
"90",180,"wetlands","Woody Wetlands","#BAD8EA",2272,677,676221.316929103,4815889.28492025,22727.0728339345,677000,26.5878877400295,18.2706050500238
"95",22,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",2272,677,676221.316929103,4815889.28492025,22727.0728339345,677000,3.24963072378139,0.0714626012386851
"21",193,"developed","Developed, Open Space","#DDC9C9",4033,898,871603.01133943,738508.799947083,3558.1528222552,898000,21.4922048997773,4.26599749058971
"22",144,"developed","Developed, Low Intensity","#D89382",4033,898,871603.01133943,738508.799947083,3558.1528222552,898000,16.0356347438753,1.25470514429109
"23",6,"developed","Developed, Medium Intensity","#ED0000",4033,898,871603.01133943,738508.799947083,3558.1528222552,898000,0.66815144766147,NA
"41",110,"forest","Deciduous Forest","#68AA63",4033,898,871603.01133943,738508.799947083,3558.1528222552,898000,12.2494432071269,17.8168130489335
"42",14,"forest","Evergreen Forest","#1C6330",4033,898,871603.01133943,738508.799947083,3558.1528222552,898000,1.55902004454343,1.50564617314931
"43",23,"forest","Mixed Forest","#B5C98E",4033,898,871603.01133943,738508.799947083,3558.1528222552,898000,2.56124721603563,3.01129234629862
"52",1,"shrubland","Scrub/Shrub","#CCBA7C",4033,898,871603.01133943,738508.799947083,3558.1528222552,898000,0.111358574610245,NA
"71",7,"herbaceous","Grassland/Herbaceous","#E2E2C1",4033,898,871603.01133943,738508.799947083,3558.1528222552,898000,0.779510022271715,4.1405269761606
"81",57,"planted","Pasture/Hay","#DBD83D",4033,898,871603.01133943,738508.799947083,3558.1528222552,898000,6.34743875278396,0.627352572145546
"82",65,"planted","Cultivated Crops","#AA7028",4033,898,871603.01133943,738508.799947083,3558.1528222552,898000,7.23830734966592,32.3713927227102
"90",228,"wetlands","Woody Wetlands","#BAD8EA",4033,898,871603.01133943,738508.799947083,3558.1528222552,898000,25.3897550111359,35.0062735257215
"95",50,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",4033,898,871603.01133943,738508.799947083,3558.1528222552,898000,5.56792873051225,NA
"21",96,"developed","Developed, Open Space","#DDC9C9",140108,257,257048.112593376,0,0,257000,37.3540856031128,NA
"22",47,"developed","Developed, Low Intensity","#D89382",140108,257,257048.112593376,0,0,257000,18.2879377431907,NA
"23",5,"developed","Developed, Medium Intensity","#ED0000",140108,257,257048.112593376,0,0,257000,1.94552529182879,NA
"24",1,"developed","Developed, High Intensity","#AA0000",140108,257,257048.112593376,0,0,257000,0.389105058365759,NA
"41",36,"forest","Deciduous Forest","#68AA63",140108,257,257048.112593376,0,0,257000,14.0077821011673,NA
"81",16,"planted","Pasture/Hay","#DBD83D",140108,257,257048.112593376,0,0,257000,6.22568093385214,NA
"82",33,"planted","Cultivated Crops","#AA7028",140108,257,257048.112593376,0,0,257000,12.84046692607,NA
"90",23,"wetlands","Woody Wetlands","#BAD8EA",140108,257,257048.112593376,0,0,257000,8.94941634241245,NA
"21",234,"developed","Developed, Open Space","#DDC9C9",138077,1180,1094932.01665048,882093.352416012,3686.96228980134,1180000,19.8305084745763,9.95024875621891
"22",227,"developed","Developed, Low Intensity","#D89382",138077,1180,1094932.01665048,882093.352416012,3686.96228980134,1180000,19.2372881355932,3.98009950248756
"23",17,"developed","Developed, Medium Intensity","#ED0000",138077,1180,1094932.01665048,882093.352416012,3686.96228980134,1180000,1.44067796610169,0.373134328358209
"24",3,"developed","Developed, High Intensity","#AA0000",138077,1180,1094932.01665048,882093.352416012,3686.96228980134,1180000,0.254237288135593,NA
"31",1,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",138077,1180,1094932.01665048,882093.352416012,3686.96228980134,1180000,0.0847457627118644,NA
"41",234,"forest","Deciduous Forest","#68AA63",138077,1180,1094932.01665048,882093.352416012,3686.96228980134,1180000,19.8305084745763,22.8855721393035
"42",71,"forest","Evergreen Forest","#1C6330",138077,1180,1094932.01665048,882093.352416012,3686.96228980134,1180000,6.01694915254237,NA
"43",11,"forest","Mixed Forest","#B5C98E",138077,1180,1094932.01665048,882093.352416012,3686.96228980134,1180000,0.932203389830509,NA
"71",16,"herbaceous","Grassland/Herbaceous","#E2E2C1",138077,1180,1094932.01665048,882093.352416012,3686.96228980134,1180000,1.35593220338983,3.73134328358209
"81",66,"planted","Pasture/Hay","#DBD83D",138077,1180,1094932.01665048,882093.352416012,3686.96228980134,1180000,5.59322033898305,2.7363184079602
"90",210,"wetlands","Woody Wetlands","#BAD8EA",138077,1180,1094932.01665048,882093.352416012,3686.96228980134,1180000,17.7966101694915,50.1243781094527
"95",90,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",138077,1180,1094932.01665048,882093.352416012,3686.96228980134,1180000,7.6271186440678,3.60696517412935
"21",223,"developed","Developed, Open Space","#DDC9C9",2678,1944,1984608.20475986,0,0,1944000,11.4711934156379,NA
"22",225,"developed","Developed, Low Intensity","#D89382",2678,1944,1984608.20475986,0,0,1944000,11.5740740740741,NA
"23",16,"developed","Developed, Medium Intensity","#ED0000",2678,1944,1984608.20475986,0,0,1944000,0.823045267489712,NA
"41",461,"forest","Deciduous Forest","#68AA63",2678,1944,1984608.20475986,0,0,1944000,23.7139917695473,NA
"42",23,"forest","Evergreen Forest","#1C6330",2678,1944,1984608.20475986,0,0,1944000,1.18312757201646,NA
"43",44,"forest","Mixed Forest","#B5C98E",2678,1944,1984608.20475986,0,0,1944000,2.26337448559671,NA
"52",22,"shrubland","Scrub/Shrub","#CCBA7C",2678,1944,1984608.20475986,0,0,1944000,1.13168724279835,NA
"71",47,"herbaceous","Grassland/Herbaceous","#E2E2C1",2678,1944,1984608.20475986,0,0,1944000,2.41769547325103,NA
"81",302,"planted","Pasture/Hay","#DBD83D",2678,1944,1984608.20475986,0,0,1944000,15.5349794238683,NA
"82",156,"planted","Cultivated Crops","#AA7028",2678,1944,1984608.20475986,0,0,1944000,8.02469135802469,NA
"90",337,"wetlands","Woody Wetlands","#BAD8EA",2678,1944,1984608.20475986,0,0,1944000,17.3353909465021,NA
"95",88,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",2678,1944,1984608.20475986,0,0,1944000,4.52674897119342,NA
"21",1,"developed","Developed, Open Space","#DDC9C9",87531,273,298647.048850212,416684.766595516,1929.08274291847,273000,0.366300366300366,0.662251655629139
"22",14,"developed","Developed, Low Intensity","#D89382",87531,273,298647.048850212,416684.766595516,1929.08274291847,273000,5.12820512820513,2.64900662251656
"41",10,"forest","Deciduous Forest","#68AA63",87531,273,298647.048850212,416684.766595516,1929.08274291847,273000,3.66300366300366,1.54525386313466
"42",7,"forest","Evergreen Forest","#1C6330",87531,273,298647.048850212,416684.766595516,1929.08274291847,273000,2.56410256410256,NA
"43",5,"forest","Mixed Forest","#B5C98E",87531,273,298647.048850212,416684.766595516,1929.08274291847,273000,1.83150183150183,NA
"81",6,"planted","Pasture/Hay","#DBD83D",87531,273,298647.048850212,416684.766595516,1929.08274291847,273000,2.1978021978022,18.7637969094923
"82",148,"planted","Cultivated Crops","#AA7028",87531,273,298647.048850212,416684.766595516,1929.08274291847,273000,54.2124542124542,64.4591611479029
"90",75,"wetlands","Woody Wetlands","#BAD8EA",87531,273,298647.048850212,416684.766595516,1929.08274291847,273000,27.4725274725275,11.037527593819
"95",7,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",87531,273,298647.048850212,416684.766595516,1929.08274291847,273000,2.56410256410256,NA
"21",136,"developed","Developed, Open Space","#DDC9C9",1444,928,925509.594572507,7015931.04392078,32858.9196079954,928000,14.6551724137931,4.09693165969317
