"code","n","class","description","color","llid","total_n","lake_buffer_area","stream_buffer_area","stream_length","total_area","percent_lake","percent_stream"
"43",8,"forest","Mixed Forest","#B5C98E",2573,252,237505.888608232,152794.247654591,605.265351256886,252000,3.17460317460317,3.2051282051282
"81",3,"planted","Pasture/Hay","#DBD83D",2573,252,237505.888608232,152794.247654591,605.265351256886,252000,1.19047619047619,0.641025641025641
"82",24,"planted","Cultivated Crops","#AA7028",2573,252,237505.888608232,152794.247654591,605.265351256886,252000,9.52380952380952,5.76923076923077
"90",24,"wetlands","Woody Wetlands","#BAD8EA",2573,252,237505.888608232,152794.247654591,605.265351256886,252000,9.52380952380952,10.2564102564103
"95",3,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",2573,252,237505.888608232,152794.247654591,605.265351256886,252000,1.19047619047619,0.641025641025641
"21",102,"developed","Developed, Open Space","#DDC9C9",4131,665,644640.861804812,773863.91810157,3775.59864741858,665000,15.3383458646617,0.740740740740741
"22",108,"developed","Developed, Low Intensity","#D89382",4131,665,644640.861804812,773863.91810157,3775.59864741858,665000,16.2406015037594,0.864197530864197
"23",68,"developed","Developed, Medium Intensity","#ED0000",4131,665,644640.861804812,773863.91810157,3775.59864741858,665000,10.2255639097744,0.246913580246914
"24",12,"developed","Developed, High Intensity","#AA0000",4131,665,644640.861804812,773863.91810157,3775.59864741858,665000,1.80451127819549,NA
"41",73,"forest","Deciduous Forest","#68AA63",4131,665,644640.861804812,773863.91810157,3775.59864741858,665000,10.9774436090226,20
"43",44,"forest","Mixed Forest","#B5C98E",4131,665,644640.861804812,773863.91810157,3775.59864741858,665000,6.61654135338346,3.7037037037037
"71",43,"herbaceous","Grassland/Herbaceous","#E2E2C1",4131,665,644640.861804812,773863.91810157,3775.59864741858,665000,6.46616541353383,3.45679012345679
"81",23,"planted","Pasture/Hay","#DBD83D",4131,665,644640.861804812,773863.91810157,3775.59864741858,665000,3.45864661654135,7.16049382716049
"90",178,"wetlands","Woody Wetlands","#BAD8EA",4131,665,644640.861804812,773863.91810157,3775.59864741858,665000,26.7669172932331,5.06172839506173
"95",14,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",4131,665,644640.861804812,773863.91810157,3775.59864741858,665000,2.10526315789474,17.9012345679012
"21",5,"developed","Developed, Open Space","#DDC9C9",4490,363,373849.544854321,10127573.0433194,45496.9679086707,363000,1.37741046831956,8.46057310186153
"22",14,"developed","Developed, Low Intensity","#D89382",4490,363,373849.544854321,10127573.0433194,45496.9679086707,363000,3.85674931129477,1.43275465383811
"41",134,"forest","Deciduous Forest","#68AA63",4490,363,373849.544854321,10127573.0433194,45496.9679086707,363000,36.9146005509642,22.8717841455762
"43",73,"forest","Mixed Forest","#B5C98E",4490,363,373849.544854321,10127573.0433194,45496.9679086707,363000,20.1101928374656,1.46412884333821
"52",1,"shrubland","Scrub/Shrub","#CCBA7C",4490,363,373849.544854321,10127573.0433194,45496.9679086707,363000,0.275482093663912,0.0732064421669107
"71",8,"herbaceous","Grassland/Herbaceous","#E2E2C1",4490,363,373849.544854321,10127573.0433194,45496.9679086707,363000,2.20385674931129,0.0732064421669107
"81",27,"planted","Pasture/Hay","#DBD83D",4490,363,373849.544854321,10127573.0433194,45496.9679086707,363000,7.43801652892562,3.00146412884334
"82",17,"planted","Cultivated Crops","#AA7028",4490,363,373849.544854321,10127573.0433194,45496.9679086707,363000,4.6831955922865,10.1024890190337
"90",84,"wetlands","Woody Wetlands","#BAD8EA",4490,363,373849.544854321,10127573.0433194,45496.9679086707,363000,23.1404958677686,27.5256222547584
"21",478,"developed","Developed, Open Space","#DDC9C9",4468,1282,1182162.05880447,14467912.0804057,65484.7448963858,1282000,37.2854914196568,10.0154992988412
"22",394,"developed","Developed, Low Intensity","#D89382",4468,1282,1182162.05880447,14467912.0804057,65484.7448963858,1282000,30.7332293291732,9.42504981917485
"23",62,"developed","Developed, Medium Intensity","#ED0000",4468,1282,1182162.05880447,14467912.0804057,65484.7448963858,1282000,4.83619344773791,2.98915049081113
"24",1,"developed","Developed, High Intensity","#AA0000",4468,1282,1182162.05880447,14467912.0804057,65484.7448963858,1282000,0.078003120124805,0.442837109749797
"41",35,"forest","Deciduous Forest","#68AA63",4468,1282,1182162.05880447,14467912.0804057,65484.7448963858,1282000,2.73010920436817,13.3293970034689
"90",277,"wetlands","Woody Wetlands","#BAD8EA",4468,1282,1182162.05880447,14467912.0804057,65484.7448963858,1282000,21.606864274571,6.57613107978449
"95",35,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",4468,1282,1182162.05880447,14467912.0804057,65484.7448963858,1282000,2.73010920436817,8.03749354195882
"21",29,"developed","Developed, Open Space","#DDC9C9",4881,376,404909.907671163,0,0,376000,7.71276595744681,NA
"22",9,"developed","Developed, Low Intensity","#D89382",4881,376,404909.907671163,0,0,376000,2.3936170212766,NA
"41",89,"forest","Deciduous Forest","#68AA63",4881,376,404909.907671163,0,0,376000,23.6702127659574,NA
"43",33,"forest","Mixed Forest","#B5C98E",4881,376,404909.907671163,0,0,376000,8.77659574468085,NA
"52",5,"shrubland","Scrub/Shrub","#CCBA7C",4881,376,404909.907671163,0,0,376000,1.32978723404255,NA
"82",24,"planted","Cultivated Crops","#AA7028",4881,376,404909.907671163,0,0,376000,6.38297872340426,NA
"90",162,"wetlands","Woody Wetlands","#BAD8EA",4881,376,404909.907671163,0,0,376000,43.0851063829787,NA
"95",25,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",4881,376,404909.907671163,0,0,376000,6.64893617021277,NA
"41",97,"forest","Deciduous Forest","#68AA63",4820,321,307976.837442608,1580864.02933891,7472.9181747039,321000,30.2180685358255,30.6110102843315
"43",24,"forest","Mixed Forest","#B5C98E",4820,321,307976.837442608,1580864.02933891,7472.9181747039,321000,7.47663551401869,2.17785843920145
"82",22,"planted","Cultivated Crops","#AA7028",4820,321,307976.837442608,1580864.02933891,7472.9181747039,321000,6.85358255451713,7.50151240169389
"90",48,"wetlands","Woody Wetlands","#BAD8EA",4820,321,307976.837442608,1580864.02933891,7472.9181747039,321000,14.9532710280374,16.9993950393224
"95",130,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",4820,321,307976.837442608,1580864.02933891,7472.9181747039,321000,40.4984423676012,40.8348457350272
"21",181,"developed","Developed, Open Space","#DDC9C9",4259,1557,1432275.17404782,1125439.25490018,5338.57911426025,1557000,11.6249197174053,11.1020408163265
"22",267,"developed","Developed, Low Intensity","#D89382",4259,1557,1432275.17404782,1125439.25490018,5338.57911426025,1557000,17.1483622350674,7.59183673469388
"23",58,"developed","Developed, Medium Intensity","#ED0000",4259,1557,1432275.17404782,1125439.25490018,5338.57911426025,1557000,3.72511239563263,1.14285714285714
"24",3,"developed","Developed, High Intensity","#AA0000",4259,1557,1432275.17404782,1125439.25490018,5338.57911426025,1557000,0.192678227360308,0.163265306122449
"41",153,"forest","Deciduous Forest","#68AA63",4259,1557,1432275.17404782,1125439.25490018,5338.57911426025,1557000,9.82658959537572,28.6530612244898
"43",60,"forest","Mixed Forest","#B5C98E",4259,1557,1432275.17404782,1125439.25490018,5338.57911426025,1557000,3.85356454720617,14.2040816326531
"52",8,"shrubland","Scrub/Shrub","#CCBA7C",4259,1557,1432275.17404782,1125439.25490018,5338.57911426025,1557000,0.513808606294155,0.571428571428571
"71",14,"herbaceous","Grassland/Herbaceous","#E2E2C1",4259,1557,1432275.17404782,1125439.25490018,5338.57911426025,1557000,0.899165061014772,6.04081632653061
"81",9,"planted","Pasture/Hay","#DBD83D",4259,1557,1432275.17404782,1125439.25490018,5338.57911426025,1557000,0.578034682080925,4.73469387755102
"82",21,"planted","Cultivated Crops","#AA7028",4259,1557,1432275.17404782,1125439.25490018,5338.57911426025,1557000,1.34874759152216,16.734693877551
"90",638,"wetlands","Woody Wetlands","#BAD8EA",4259,1557,1432275.17404782,1125439.25490018,5338.57911426025,1557000,40.9762363519589,5.55102040816327
"95",145,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",4259,1557,1432275.17404782,1125439.25490018,5338.57911426025,1557000,9.31278098908157,3.51020408163265
"21",17,"developed","Developed, Open Space","#DDC9C9",7385,419,415768.405130144,0,0,419000,4.05727923627685,NA
"22",9,"developed","Developed, Low Intensity","#D89382",7385,419,415768.405130144,0,0,419000,2.14797136038186,NA
"23",4,"developed","Developed, Medium Intensity","#ED0000",7385,419,415768.405130144,0,0,419000,0.954653937947494,NA
"41",66,"forest","Deciduous Forest","#68AA63",7385,419,415768.405130144,0,0,419000,15.7517899761337,NA
"43",3,"forest","Mixed Forest","#B5C98E",7385,419,415768.405130144,0,0,419000,0.715990453460621,NA
"71",90,"herbaceous","Grassland/Herbaceous","#E2E2C1",7385,419,415768.405130144,0,0,419000,21.4797136038186,NA
"81",16,"planted","Pasture/Hay","#DBD83D",7385,419,415768.405130144,0,0,419000,3.81861575178998,NA
"82",168,"planted","Cultivated Crops","#AA7028",7385,419,415768.405130144,0,0,419000,40.0954653937947,NA
"90",30,"wetlands","Woody Wetlands","#BAD8EA",7385,419,415768.405130144,0,0,419000,7.15990453460621,NA
"95",16,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",7385,419,415768.405130144,0,0,419000,3.81861575178998,NA
"21",48,"developed","Developed, Open Space","#DDC9C9",5242,330,300326.028237057,433841.366994547,2014.0422066874,330000,14.5454545454545,2.1551724137931
"22",41,"developed","Developed, Low Intensity","#D89382",5242,330,300326.028237057,433841.366994547,2014.0422066874,330000,12.4242424242424,4.31034482758621
"23",9,"developed","Developed, Medium Intensity","#ED0000",5242,330,300326.028237057,433841.366994547,2014.0422066874,330000,2.72727272727273,1.50862068965517
"41",143,"forest","Deciduous Forest","#68AA63",5242,330,300326.028237057,433841.366994547,2014.0422066874,330000,43.3333333333333,19.1810344827586
"43",9,"forest","Mixed Forest","#B5C98E",5242,330,300326.028237057,433841.366994547,2014.0422066874,330000,2.72727272727273,15.7327586206897
"71",5,"herbaceous","Grassland/Herbaceous","#E2E2C1",5242,330,300326.028237057,433841.366994547,2014.0422066874,330000,1.51515151515152,2.37068965517241
"81",8,"planted","Pasture/Hay","#DBD83D",5242,330,300326.028237057,433841.366994547,2014.0422066874,330000,2.42424242424242,0.431034482758621
"90",65,"wetlands","Woody Wetlands","#BAD8EA",5242,330,300326.028237057,433841.366994547,2014.0422066874,330000,19.6969696969697,21.9827586206897
"95",2,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",5242,330,300326.028237057,433841.366994547,2014.0422066874,330000,0.606060606060606,1.29310344827586
"21",87,"developed","Developed, Open Space","#DDC9C9",4894,317,296000.372436085,433841.366994547,2014.0422066874,317000,27.4447949526814,2.1551724137931
"22",86,"developed","Developed, Low Intensity","#D89382",4894,317,296000.372436085,433841.366994547,2014.0422066874,317000,27.1293375394322,4.31034482758621
"23",19,"developed","Developed, Medium Intensity","#ED0000",4894,317,296000.372436085,433841.366994547,2014.0422066874,317000,5.99369085173502,1.50862068965517
"41",42,"forest","Deciduous Forest","#68AA63",4894,317,296000.372436085,433841.366994547,2014.0422066874,317000,13.2492113564669,19.1810344827586
"43",23,"forest","Mixed Forest","#B5C98E",4894,317,296000.372436085,433841.366994547,2014.0422066874,317000,7.25552050473186,15.7327586206897
"71",8,"herbaceous","Grassland/Herbaceous","#E2E2C1",4894,317,296000.372436085,433841.366994547,2014.0422066874,317000,2.52365930599369,2.37068965517241
"81",12,"planted","Pasture/Hay","#DBD83D",4894,317,296000.372436085,433841.366994547,2014.0422066874,317000,3.78548895899054,0.431034482758621
"82",6,"planted","Cultivated Crops","#AA7028",4894,317,296000.372436085,433841.366994547,2014.0422066874,317000,1.89274447949527,30.6034482758621
"90",25,"wetlands","Woody Wetlands","#BAD8EA",4894,317,296000.372436085,433841.366994547,2014.0422066874,317000,7.88643533123028,21.9827586206897
"95",9,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",4894,317,296000.372436085,433841.366994547,2014.0422066874,317000,2.8391167192429,1.29310344827586
"21",299,"developed","Developed, Open Space","#DDC9C9",2736,2018,2344506.33970802,0,0,2018000,14.816650148662,NA
"22",268,"developed","Developed, Low Intensity","#D89382",2736,2018,2344506.33970802,0,0,2018000,13.2804757185332,NA
"23",42,"developed","Developed, Medium Intensity","#ED0000",2736,2018,2344506.33970802,0,0,2018000,2.0812685827552,NA
"41",485,"forest","Deciduous Forest","#68AA63",2736,2018,2344506.33970802,0,0,2018000,24.0336967294351,NA
"42",3,"forest","Evergreen Forest","#1C6330",2736,2018,2344506.33970802,0,0,2018000,0.148662041625372,NA
"43",86,"forest","Mixed Forest","#B5C98E",2736,2018,2344506.33970802,0,0,2018000,4.26164519326065,NA
"52",20,"shrubland","Scrub/Shrub","#CCBA7C",2736,2018,2344506.33970802,0,0,2018000,0.991080277502478,NA
"81",49,"planted","Pasture/Hay","#DBD83D",2736,2018,2344506.33970802,0,0,2018000,2.42814667988107,NA
"82",35,"planted","Cultivated Crops","#AA7028",2736,2018,2344506.33970802,0,0,2018000,1.73439048562934,NA
"90",470,"wetlands","Woody Wetlands","#BAD8EA",2736,2018,2344506.33970802,0,0,2018000,23.2903865213082,NA
"95",261,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",2736,2018,2344506.33970802,0,0,2018000,12.9335976214073,NA
"21",566,"developed","Developed, Open Space","#DDC9C9",6963,3679,3471681.98523519,345259974.411029,1613595.11875939,3679000,15.3846153846154,7.02022739418298
"22",1445,"developed","Developed, Low Intensity","#D89382",6963,3679,3471681.98523519,345259974.411029,1613595.11875939,3679000,39.2769774395216,5.25221042122004
"23",362,"developed","Developed, Medium Intensity","#ED0000",6963,3679,3471681.98523519,345259974.411029,1613595.11875939,3679000,9.83963033432998,1.74145671798449
"24",171,"developed","Developed, High Intensity","#AA0000",6963,3679,3471681.98523519,345259974.411029,1613595.11875939,3679000,4.64800217450394,0.477444583468001
"31",8,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",6963,3679,3471681.98523519,345259974.411029,1613595.11875939,3679000,0.217450394128839,0.437764202536344
"41",309,"forest","Deciduous Forest","#68AA63",6963,3679,3471681.98523519,345259974.411029,1613595.11875939,3679000,8.39902147322642,17.7160100736967
"43",114,"forest","Mixed Forest","#B5C98E",6963,3679,3471681.98523519,345259974.411029,1613595.11875939,3679000,3.09866811633596,1.66721600527365
"71",88,"herbaceous","Grassland/Herbaceous","#E2E2C1",6963,3679,3471681.98523519,345259974.411029,1613595.11875939,3679000,2.39195433541723,1.40865352307382
"81",28,"planted","Pasture/Hay","#DBD83D",6963,3679,3471681.98523519,345259974.411029,1613595.11875939,3679000,0.761076379450938,8.00231682224149
"90",515,"wetlands","Woody Wetlands","#BAD8EA",6963,3679,3471681.98523519,345259974.411029,1613595.11875939,3679000,13.998369122044,10.5105009008086
"95",73,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",6963,3679,3471681.98523519,345259974.411029,1613595.11875939,3679000,1.98423484642566,6.15589909663133
"21",100,"developed","Developed, Open Space","#DDC9C9",4650,1065,1012898.22929304,10127573.0433194,45496.9679086707,1065000,9.38967136150235,8.46057310186153
"22",151,"developed","Developed, Low Intensity","#D89382",4650,1065,1012898.22929304,10127573.0433194,45496.9679086707,1065000,14.1784037558685,1.43275465383811
"23",39,"developed","Developed, Medium Intensity","#ED0000",4650,1065,1012898.22929304,10127573.0433194,45496.9679086707,1065000,3.66197183098592,0.167329010667224
"24",5,"developed","Developed, High Intensity","#AA0000",4650,1065,1012898.22929304,10127573.0433194,45496.9679086707,1065000,0.469483568075117,0.0209161263334031
"41",141,"forest","Deciduous Forest","#68AA63",4650,1065,1012898.22929304,10127573.0433194,45496.9679086707,1065000,13.2394366197183,22.8717841455762
"43",35,"forest","Mixed Forest","#B5C98E",4650,1065,1012898.22929304,10127573.0433194,45496.9679086707,1065000,3.28638497652582,1.46412884333821
"52",8,"shrubland","Scrub/Shrub","#CCBA7C",4650,1065,1012898.22929304,10127573.0433194,45496.9679086707,1065000,0.751173708920188,0.0732064421669107
"71",20,"herbaceous","Grassland/Herbaceous","#E2E2C1",4650,1065,1012898.22929304,10127573.0433194,45496.9679086707,1065000,1.87793427230047,0.0732064421669107
"81",22,"planted","Pasture/Hay","#DBD83D",4650,1065,1012898.22929304,10127573.0433194,45496.9679086707,1065000,2.06572769953052,3.00146412884334
"82",49,"planted","Cultivated Crops","#AA7028",4650,1065,1012898.22929304,10127573.0433194,45496.9679086707,1065000,4.60093896713615,10.1024890190337
"90",361,"wetlands","Woody Wetlands","#BAD8EA",4650,1065,1012898.22929304,10127573.0433194,45496.9679086707,1065000,33.8967136150235,27.5256222547584
"95",134,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",4650,1065,1012898.22929304,10127573.0433194,45496.9679086707,1065000,12.5821596244131,24.5555323154152
"21",128,"developed","Developed, Open Space","#DDC9C9",4720,754,731455.035104495,584196.838792763,2614.74288811959,754000,16.9761273209549,3.92491467576792
"22",103,"developed","Developed, Low Intensity","#D89382",4720,754,731455.035104495,584196.838792763,2614.74288811959,754000,13.6604774535809,2.73037542662116
"23",18,"developed","Developed, Medium Intensity","#ED0000",4720,754,731455.035104495,584196.838792763,2614.74288811959,754000,2.38726790450928,NA
"24",2,"developed","Developed, High Intensity","#AA0000",4720,754,731455.035104495,584196.838792763,2614.74288811959,754000,0.26525198938992,NA
"41",206,"forest","Deciduous Forest","#68AA63",4720,754,731455.035104495,584196.838792763,2614.74288811959,754000,27.3209549071618,12.6279863481229
"43",2,"forest","Mixed Forest","#B5C98E",4720,754,731455.035104495,584196.838792763,2614.74288811959,754000,0.26525198938992,NA
"52",4,"shrubland","Scrub/Shrub","#CCBA7C",4720,754,731455.035104495,584196.838792763,2614.74288811959,754000,0.530503978779841,1.02389078498294
"71",117,"herbaceous","Grassland/Herbaceous","#E2E2C1",4720,754,731455.035104495,584196.838792763,2614.74288811959,754000,15.5172413793103,NA
"81",27,"planted","Pasture/Hay","#DBD83D",4720,754,731455.035104495,584196.838792763,2614.74288811959,754000,3.58090185676393,NA
"82",73,"planted","Cultivated Crops","#AA7028",4720,754,731455.035104495,584196.838792763,2614.74288811959,754000,9.6816976127321,75.2559726962457
"90",52,"wetlands","Woody Wetlands","#BAD8EA",4720,754,731455.035104495,584196.838792763,2614.74288811959,754000,6.89655172413793,4.43686006825939
"95",22,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",4720,754,731455.035104495,584196.838792763,2614.74288811959,754000,2.91777188328912,NA
"21",154,"developed","Developed, Open Space","#DDC9C9",5035,847,784305.348115995,433841.366994547,2014.0422066874,847000,18.1818181818182,2.1551724137931
"22",221,"developed","Developed, Low Intensity","#D89382",5035,847,784305.348115995,433841.366994547,2014.0422066874,847000,26.0920897284534,4.31034482758621
"23",36,"developed","Developed, Medium Intensity","#ED0000",5035,847,784305.348115995,433841.366994547,2014.0422066874,847000,4.25029515938607,1.50862068965517
"24",2,"developed","Developed, High Intensity","#AA0000",5035,847,784305.348115995,433841.366994547,2014.0422066874,847000,0.236127508854782,0.431034482758621
"41",86,"forest","Deciduous Forest","#68AA63",5035,847,784305.348115995,433841.366994547,2014.0422066874,847000,10.1534828807556,19.1810344827586
"43",96,"forest","Mixed Forest","#B5C98E",5035,847,784305.348115995,433841.366994547,2014.0422066874,847000,11.3341204250295,15.7327586206897
"71",5,"herbaceous","Grassland/Herbaceous","#E2E2C1",5035,847,784305.348115995,433841.366994547,2014.0422066874,847000,0.590318772136954,2.37068965517241
"81",15,"planted","Pasture/Hay","#DBD83D",5035,847,784305.348115995,433841.366994547,2014.0422066874,847000,1.77095631641086,0.431034482758621
"90",229,"wetlands","Woody Wetlands","#BAD8EA",5035,847,784305.348115995,433841.366994547,2014.0422066874,847000,27.0365997638725,21.9827586206897
"95",3,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",5035,847,784305.348115995,433841.366994547,2014.0422066874,847000,0.354191263282172,1.29310344827586
"21",147,"developed","Developed, Open Space","#DDC9C9",4874,909,906999.399863112,2883187.98132697,13040.28667321,909000,16.1716171617162,4.5844204248975
"22",76,"developed","Developed, Low Intensity","#D89382",4874,909,906999.399863112,2883187.98132697,13040.28667321,909000,8.36083608360836,1.60268356317555
"23",2,"developed","Developed, Medium Intensity","#ED0000",4874,909,906999.399863112,2883187.98132697,13040.28667321,909000,0.22002200220022,NA
"41",210,"forest","Deciduous Forest","#68AA63",4874,909,906999.399863112,2883187.98132697,13040.28667321,909000,23.1023102310231,26.3883712262393
"43",19,"forest","Mixed Forest","#B5C98E",4874,909,906999.399863112,2883187.98132697,13040.28667321,909000,2.09020902090209,1.75177040626165
"81",10,"planted","Pasture/Hay","#DBD83D",4874,909,906999.399863112,2883187.98132697,13040.28667321,909000,1.1001100110011,2.38538948937756
"90",197,"wetlands","Woody Wetlands","#BAD8EA",4874,909,906999.399863112,2883187.98132697,13040.28667321,909000,21.6721672167217,15.6168468132687
"95",248,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",4874,909,906999.399863112,2883187.98132697,13040.28667321,909000,27.2827282728273,33.3581811405143
"21",39,"developed","Developed, Open Space","#DDC9C9",4556,398,384151.647964182,0,0,398000,9.79899497487437,NA
"22",115,"developed","Developed, Low Intensity","#D89382",4556,398,384151.647964182,0,0,398000,28.894472361809,NA
"23",2,"developed","Developed, Medium Intensity","#ED0000",4556,398,384151.647964182,0,0,398000,0.50251256281407,NA
"41",65,"forest","Deciduous Forest","#68AA63",4556,398,384151.647964182,0,0,398000,16.3316582914573,NA
"43",45,"forest","Mixed Forest","#B5C98E",4556,398,384151.647964182,0,0,398000,11.3065326633166,NA
"81",2,"planted","Pasture/Hay","#DBD83D",4556,398,384151.647964182,0,0,398000,0.50251256281407,NA
"82",33,"planted","Cultivated Crops","#AA7028",4556,398,384151.647964182,0,0,398000,8.29145728643216,NA
"90",77,"wetlands","Woody Wetlands","#BAD8EA",4556,398,384151.647964182,0,0,398000,19.3467336683417,NA
"95",20,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",4556,398,384151.647964182,0,0,398000,5.0251256281407,NA
"21",80,"developed","Developed, Open Space","#DDC9C9",2209,2437,2246248.511609,9273413.87668169,42375.8105967574,2437000,3.28272466146902,12.4418604651163
"22",36,"developed","Developed, Low Intensity","#D89382",2209,2437,2246248.511609,9273413.87668169,42375.8105967574,2437000,1.47722609766106,11.1279069767442
"23",10,"developed","Developed, Medium Intensity","#ED0000",2209,2437,2246248.511609,9273413.87668169,42375.8105967574,2437000,0.410340582683627,4.02325581395349
"24",4,"developed","Developed, High Intensity","#AA0000",2209,2437,2246248.511609,9273413.87668169,42375.8105967574,2437000,0.164136233073451,0.604651162790698
"41",89,"forest","Deciduous Forest","#68AA63",2209,2437,2246248.511609,9273413.87668169,42375.8105967574,2437000,3.65203118588428,14.2093023255814
"52",36,"shrubland","Scrub/Shrub","#CCBA7C",2209,2437,2246248.511609,9273413.87668169,42375.8105967574,2437000,1.47722609766106,0.686046511627907
"71",3,"herbaceous","Grassland/Herbaceous","#E2E2C1",2209,2437,2246248.511609,9273413.87668169,42375.8105967574,2437000,0.123102174805088,0.430232558139535
"81",72,"planted","Pasture/Hay","#DBD83D",2209,2437,2246248.511609,9273413.87668169,42375.8105967574,2437000,2.95445219532212,5.12790697674419
"82",64,"planted","Cultivated Crops","#AA7028",2209,2437,2246248.511609,9273413.87668169,42375.8105967574,2437000,2.62617972917522,36.1046511627907
"90",406,"wetlands","Woody Wetlands","#BAD8EA",2209,2437,2246248.511609,9273413.87668169,42375.8105967574,2437000,16.6598276569553,4.75581395348837
"95",1637,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",2209,2437,2246248.511609,9273413.87668169,42375.8105967574,2437000,67.1727533853098,8.13953488372093
"21",241,"developed","Developed, Open Space","#DDC9C9",6956,2461,2415380.80482303,345259974.411029,1613595.11875939,2461000,9.79276716781796,7.02022739418298
"22",371,"developed","Developed, Low Intensity","#D89382",6956,2461,2415380.80482303,345259974.411029,1613595.11875939,2461000,15.0751726940268,5.25221042122004
"23",110,"developed","Developed, Medium Intensity","#ED0000",6956,2461,2415380.80482303,345259974.411029,1613595.11875939,2461000,4.46972775294596,1.74145671798449
"24",19,"developed","Developed, High Intensity","#AA0000",6956,2461,2415380.80482303,345259974.411029,1613595.11875939,2461000,0.772043884599756,0.477444583468001
"41",137,"forest","Deciduous Forest","#68AA63",6956,2461,2415380.80482303,345259974.411029,1613595.11875939,2461000,5.56684274685087,17.7160100736967
"42",8,"forest","Evergreen Forest","#1C6330",6956,2461,2415380.80482303,345259974.411029,1613595.11875939,2461000,0.32507110930516,0.0310402979868607
"43",77,"forest","Mixed Forest","#B5C98E",6956,2461,2415380.80482303,345259974.411029,1613595.11875939,2461000,3.12880942706217,1.66721600527365
"71",47,"herbaceous","Grassland/Herbaceous","#E2E2C1",6956,2461,2415380.80482303,345259974.411029,1613595.11875939,2461000,1.90979276716782,1.40865352307382
"81",16,"planted","Pasture/Hay","#DBD83D",6956,2461,2415380.80482303,345259974.411029,1613595.11875939,2461000,0.650142218610321,8.00231682224149
"82",3,"planted","Cultivated Crops","#AA7028",6956,2461,2415380.80482303,345259974.411029,1613595.11875939,2461000,0.121901665989435,39.3133374080391
"90",237,"wetlands","Woody Wetlands","#BAD8EA",6956,2461,2415380.80482303,345259974.411029,1613595.11875939,2461000,9.63023161316538,10.5105009008086
"95",1195,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",6956,2461,2415380.80482303,345259974.411029,1613595.11875939,2461000,48.5574969524584,6.15589909663133
"21",83,"developed","Developed, Open Space","#DDC9C9",6538,646,602915.739396355,2669148.1799482,12346.6304918361,646000,12.8482972136223,8.0936729663106
"22",472,"developed","Developed, Low Intensity","#D89382",6538,646,602915.739396355,2669148.1799482,12346.6304918361,646000,73.0650154798762,10.0657354149548
"23",36,"developed","Developed, Medium Intensity","#ED0000",6538,646,602915.739396355,2669148.1799482,12346.6304918361,646000,5.57275541795666,2.30073952341824
"24",4,"developed","Developed, High Intensity","#AA0000",6538,646,602915.739396355,2669148.1799482,12346.6304918361,646000,0.619195046439629,0.57518488085456
"41",5,"forest","Deciduous Forest","#68AA63",6538,646,602915.739396355,2669148.1799482,12346.6304918361,646000,0.773993808049536,18.4880854560394
"43",27,"forest","Mixed Forest","#B5C98E",6538,646,602915.739396355,2669148.1799482,12346.6304918361,646000,4.17956656346749,5.13557929334429
"90",19,"wetlands","Woody Wetlands","#BAD8EA",6538,646,602915.739396355,2669148.1799482,12346.6304918361,646000,2.94117647058824,10.8463434675431
"21",63,"developed","Developed, Open Space","#DDC9C9",2042,418,397128.90029118,0,0,418000,15.0717703349282,NA
"22",122,"developed","Developed, Low Intensity","#D89382",2042,418,397128.90029118,0,0,418000,29.1866028708134,NA
"23",7,"developed","Developed, Medium Intensity","#ED0000",2042,418,397128.90029118,0,0,418000,1.67464114832536,NA
"41",39,"forest","Deciduous Forest","#68AA63",2042,418,397128.90029118,0,0,418000,9.33014354066986,NA
"43",17,"forest","Mixed Forest","#B5C98E",2042,418,397128.90029118,0,0,418000,4.06698564593301,NA
"71",22,"herbaceous","Grassland/Herbaceous","#E2E2C1",2042,418,397128.90029118,0,0,418000,5.26315789473684,NA
"81",1,"planted","Pasture/Hay","#DBD83D",2042,418,397128.90029118,0,0,418000,0.239234449760766,NA
"90",62,"wetlands","Woody Wetlands","#BAD8EA",2042,418,397128.90029118,0,0,418000,14.8325358851675,NA
"95",85,"wetlands","Emergent Herbaceous Wetlands","#70A3BA",2042,418,397128.90029118,0,0,418000,20.3349282296651,NA
"21",28,"developed","Developed, Open Space","#DDC9C9",7026,483,434794.339416613,1498518.64907353,6394.18292146484,483000,5.79710144927536,3.18840579710145
